column,dtype,missing_n,missing_pct,n_unique,column_norm,source_column_norm,mapped_domain,mapped_source_file,mapped_source_column,domain,source_file,source_column,mapping_method
sld013___sleep_hours___weekends,float64,64,0.86,24,sld013_sleep_hours_weekends,sld013_sleep_hours_weekends,questionnaire,merged_questionnaire.csv,sld013___sleep_hours___weekends,questionnaire,merged_questionnaire.csv,sld013___sleep_hours___weekends,exact_header_match
sld012___sleep_hours___weekdays_or_workdays,float64,53,0.71,24,sld012_sleep_hours_weekdays_or_workdays,sld012_sleep_hours_weekdays_or_workdays,questionnaire,merged_questionnaire.csv,sld012___sleep_hours___weekdays_or_workdays,questionnaire,merged_questionnaire.csv,sld012___sleep_hours___weekdays_or_workdays,exact_header_match
slq300___usual_sleep_time_on_weekdays_or_workdays,str,48,0.65,65,slq300_usual_sleep_time_on_weekdays_or_workdays,slq300_usual_sleep_time_on_weekdays_or_workdays,questionnaire,merged_questionnaire.csv,slq300___usual_sleep_time_on_weekdays_or_workdays,questionnaire,merged_questionnaire.csv,slq300___usual_sleep_time_on_weekdays_or_workdays,exact_header_match
slq310___usual_wake_time_on_weekdays_or_workdays,str,46,0.62,113,slq310_usual_wake_time_on_weekdays_or_workdays,slq310_usual_wake_time_on_weekdays_or_workdays,questionnaire,merged_questionnaire.csv,slq310___usual_wake_time_on_weekdays_or_workdays,questionnaire,merged_questionnaire.csv,slq310___usual_wake_time_on_weekdays_or_workdays,exact_header_match
whd010___current_self_reported_height_(inches),float64,44,0.59,30,whd010_current_self_reported_height_inches,whd010_current_self_reported_height_inches,questionnaire,merged_questionnaire.csv,whd010___current_self_reported_height_(inches),questionnaire,merged_questionnaire.csv,whd010___current_self_reported_height_(inches),exact_header_match
slq320___usual_sleep_time_on_weekends,str,44,0.59,59,slq320_usual_sleep_time_on_weekends,slq320_usual_sleep_time_on_weekends,questionnaire,merged_questionnaire.csv,slq320___usual_sleep_time_on_weekends,questionnaire,merged_questionnaire.csv,slq320___usual_sleep_time_on_weekends,exact_header_match
slq330___usual_wake_time_on_weekends,str,43,0.58,70,slq330_usual_wake_time_on_weekends,slq330_usual_wake_time_on_weekends,questionnaire,merged_questionnaire.csv,slq330___usual_wake_time_on_weekends,questionnaire,merged_questionnaire.csv,slq330___usual_wake_time_on_weekends,exact_header_match
pad680___minutes_sedentary_activity,float64,17,0.23,63,pad680_minutes_sedentary_activity,pad680_minutes_sedentary_activity,questionnaire,merged_questionnaire.csv,pad680___minutes_sedentary_activity,questionnaire,merged_questionnaire.csv,pad680___minutes_sedentary_activity,exact_header_match
whd140___self_reported_greatest_weight_(pounds),float64,1,0.01,329,whd140_self_reported_greatest_weight_pounds,whd140_self_reported_greatest_weight_pounds,questionnaire,merged_questionnaire.csv,whd140___self_reported_greatest_weight_(pounds),questionnaire,merged_questionnaire.csv,whd140___self_reported_greatest_weight_(pounds),exact_header_match
interview_weight,float64,0,0.0,6907,interview_weight,,,,,demographics,demo_all_adults.csv,WTINTPRP,manual_override
country_of_birth,str,0,0.0,4,country_of_birth,country_of_birth,demographics,demo_all_adults.csv,country_of_birth,demographics,demo_all_adults.csv,country_of_birth,exact_header_match
survey_stratum,float64,0,0.0,24,survey_stratum,,,,,demographics,demo_all_adults.csv,SDMVSTRA,manual_override
smq020___smoked_at_least_100_cigarettes_in_life,float64,0,0.0,4,smq020_smoked_at_least_100_cigarettes_in_life,smq020_smoked_at_least_100_cigarettes_in_life,questionnaire,merged_questionnaire.csv,smq020___smoked_at_least_100_cigarettes_in_life,questionnaire,merged_questionnaire.csv,smq020___smoked_at_least_100_cigarettes_in_life,exact_header_match
slq050___ever_told_doctor_had_trouble_sleeping?,float64,0,0.0,4,slq050_ever_told_doctor_had_trouble_sleeping,slq050_ever_told_doctor_had_trouble_sleeping,questionnaire,merged_questionnaire.csv,slq050___ever_told_doctor_had_trouble_sleeping?,questionnaire,merged_questionnaire.csv,slq050___ever_told_doctor_had_trouble_sleeping?,exact_header_match
gender,str,0,0.0,2,gender,gender,demographics,demo_all_adults.csv,gender,demographics,demo_all_adults.csv,gender,exact_header_match
slq030___how_often_do_you_snore?,float64,0,0.0,6,slq030_how_often_do_you_snore,slq030_how_often_do_you_snore,questionnaire,merged_questionnaire.csv,slq030___how_often_do_you_snore?,questionnaire,merged_questionnaire.csv,slq030___how_often_do_you_snore?,exact_header_match
"rxduse___taken_prescription_medicine,_past_month",float64,0,0.0,4,rxduse_taken_prescription_medicine_past_month,rxduse_taken_prescription_medicine_past_month,questionnaire,merged_questionnaire.csv,"rxduse___taken_prescription_medicine,_past_month",questionnaire,merged_questionnaire.csv,"rxduse___taken_prescription_medicine,_past_month",exact_header_match
slq040___how_often_do_you_snort_or_stop_breathing,float64,0,0.0,6,slq040_how_often_do_you_snort_or_stop_breathing,slq040_how_often_do_you_snort_or_stop_breathing,questionnaire,merged_questionnaire.csv,slq040___how_often_do_you_snort_or_stop_breathing,questionnaire,merged_questionnaire.csv,slq040___how_often_do_you_snort_or_stop_breathing,exact_header_match
paq665___moderate_recreational_activities,float64,0,0.0,2,paq665_moderate_recreational_activities,paq665_moderate_recreational_activities,questionnaire,merged_questionnaire.csv,paq665___moderate_recreational_activities,questionnaire,merged_questionnaire.csv,paq665___moderate_recreational_activities,exact_header_match
smaquex2___questionnaire_mode_flag,float64,0,0.0,1,smaquex2_questionnaire_mode_flag,smaquex2_questionnaire_mode_flag,questionnaire,merged_questionnaire.csv,smaquex2___questionnaire_mode_flag,questionnaire,merged_questionnaire.csv,smaquex2___questionnaire_mode_flag,exact_header_match
whd020___current_self_reported_weight_(pounds),float64,0,0.0,274,whd020_current_self_reported_weight_pounds,whd020_current_self_reported_weight_pounds,questionnaire,merged_questionnaire.csv,whd020___current_self_reported_weight_(pounds),questionnaire,merged_questionnaire.csv,whd020___current_self_reported_weight_(pounds),exact_header_match
whq030___how_do_you_consider_your_weight,float64,0,0.0,5,whq030_how_do_you_consider_your_weight,whq030_how_do_you_consider_your_weight,questionnaire,merged_questionnaire.csv,whq030___how_do_you_consider_your_weight,questionnaire,merged_questionnaire.csv,whq030___how_do_you_consider_your_weight,exact_header_match
"whq040___like_to_weigh_more,_less_or_same",float64,0,0.0,4,whq040_like_to_weigh_more_less_or_same,whq040_like_to_weigh_more_less_or_same,questionnaire,merged_questionnaire.csv,"whq040___like_to_weigh_more,_less_or_same",questionnaire,merged_questionnaire.csv,"whq040___like_to_weigh_more,_less_or_same",exact_header_match
whd050___self_reported_weight___1_yr_ago_(pounds),float64,0,0.0,285,whd050_self_reported_weight_1_yr_ago_pounds,whd050_self_reported_weight_1_yr_ago_pounds,questionnaire,merged_questionnaire.csv,whd050___self_reported_weight___1_yr_ago_(pounds),questionnaire,merged_questionnaire.csv,whd050___self_reported_weight___1_yr_ago_(pounds),exact_header_match
mcq371b___doing_increasing_exercise,float64,0,0.0,3,mcq371b_doing_increasing_exercise,mcq371b_doing_increasing_exercise,questionnaire,merged_questionnaire.csv,mcq371b___doing_increasing_exercise,questionnaire,merged_questionnaire.csv,mcq371b___doing_increasing_exercise,exact_header_match
mcq371c___doing_reducing_salt,float64,0,0.0,3,mcq371c_doing_reducing_salt,mcq371c_doing_reducing_salt,questionnaire,merged_questionnaire.csv,mcq371c___doing_reducing_salt,questionnaire,merged_questionnaire.csv,mcq371c___doing_reducing_salt,exact_header_match
mcq371d___doing_reducing_fat_in_diet,float64,0,0.0,4,mcq371d_doing_reducing_fat_in_diet,mcq371d_doing_reducing_fat_in_diet,questionnaire,merged_questionnaire.csv,mcq371d___doing_reducing_fat_in_diet,questionnaire,merged_questionnaire.csv,mcq371d___doing_reducing_fat_in_diet,exact_header_match
paq605___vigorous_work_activity,float64,0,0.0,4,paq605_vigorous_work_activity,paq605_vigorous_work_activity,questionnaire,merged_questionnaire.csv,paq605___vigorous_work_activity,questionnaire,merged_questionnaire.csv,paq605___vigorous_work_activity,exact_header_match
paq620___moderate_work_activity,float64,0,0.0,3,paq620_moderate_work_activity,paq620_moderate_work_activity,questionnaire,merged_questionnaire.csv,paq620___moderate_work_activity,questionnaire,merged_questionnaire.csv,paq620___moderate_work_activity,exact_header_match
paq635___walk_or_bicycle,float64,0,0.0,3,paq635_walk_or_bicycle,paq635_walk_or_bicycle,questionnaire,merged_questionnaire.csv,paq635___walk_or_bicycle,questionnaire,merged_questionnaire.csv,paq635___walk_or_bicycle,exact_header_match
ethnicity,str,0,0.0,6,ethnicity,ethnicity,demographics,demo_all_adults.csv,ethnicity,demographics,demo_all_adults.csv,ethnicity,exact_header_match
survey_psu,float64,0,0.0,3,survey_psu,,,,,demographics,demo_all_adults.csv,SDMVPSU,manual_override
mcq300b___close_relative_had_asthma,float64,0,0.0,3,mcq300b_close_relative_had_asthma,mcq300b_close_relative_had_asthma,questionnaire,merged_questionnaire.csv,mcq300b___close_relative_had_asthma,questionnaire,merged_questionnaire.csv,mcq300b___close_relative_had_asthma,exact_header_match
paq650___vigorous_recreational_activities,float64,0,0.0,2,paq650_vigorous_recreational_activities,paq650_vigorous_recreational_activities,questionnaire,merged_questionnaire.csv,paq650___vigorous_recreational_activities,questionnaire,merged_questionnaire.csv,paq650___vigorous_recreational_activities,exact_header_match
mcq366a___doctor_told_to_control_weight,float64,0,0.0,3,mcq366a_doctor_told_to_control_weight,mcq366a_doctor_told_to_control_weight,questionnaire,merged_questionnaire.csv,mcq366a___doctor_told_to_control_weight,questionnaire,merged_questionnaire.csv,mcq366a___doctor_told_to_control_weight,exact_header_match
mcq366b___doctor_told_to_increase_exercise,float64,0,0.0,3,mcq366b_doctor_told_to_increase_exercise,mcq366b_doctor_told_to_increase_exercise,questionnaire,merged_questionnaire.csv,mcq366b___doctor_told_to_increase_exercise,questionnaire,merged_questionnaire.csv,mcq366b___doctor_told_to_increase_exercise,exact_header_match
mcq371a___doing_controlling_weight,float64,0,0.0,3,mcq371a_doing_controlling_weight,mcq371a_doing_controlling_weight,questionnaire,merged_questionnaire.csv,mcq371a___doing_controlling_weight,questionnaire,merged_questionnaire.csv,mcq371a___doing_controlling_weight,exact_header_match
mcq092___ever_receive_blood_transfusion,float64,0,0.0,3,mcq092_ever_receive_blood_transfusion,mcq092_ever_receive_blood_transfusion,questionnaire,merged_questionnaire.csv,mcq092___ever_receive_blood_transfusion,questionnaire,merged_questionnaire.csv,mcq092___ever_receive_blood_transfusion,exact_header_match
mcq366c___doctor_told_to_reduce_salt,float64,0,0.0,3,mcq366c_doctor_told_to_reduce_salt,mcq366c_doctor_told_to_reduce_salt,questionnaire,merged_questionnaire.csv,mcq366c___doctor_told_to_reduce_salt,questionnaire,merged_questionnaire.csv,mcq366c___doctor_told_to_reduce_salt,exact_header_match
mcq366d___doctor_told_to_reduce_fat_in_diet,float64,0,0.0,3,mcq366d_doctor_told_to_reduce_fat_in_diet,mcq366d_doctor_told_to_reduce_fat_in_diet,questionnaire,merged_questionnaire.csv,mcq366d___doctor_told_to_reduce_fat_in_diet,questionnaire,merged_questionnaire.csv,mcq366d___doctor_told_to_reduce_fat_in_diet,exact_header_match
mcq080___doctor_ever_said_you_were_overweight,float64,0,0.0,3,mcq080_doctor_ever_said_you_were_overweight,mcq080_doctor_ever_said_you_were_overweight,questionnaire,merged_questionnaire.csv,mcq080___doctor_ever_said_you_were_overweight,questionnaire,merged_questionnaire.csv,mcq080___doctor_ever_said_you_were_overweight,exact_header_match
heq030___ever_told_you_have_hepatitis_c?,float64,0,0.0,3,heq030_ever_told_you_have_hepatitis_c,heq030_ever_told_you_have_hepatitis_c,questionnaire,merged_questionnaire.csv,heq030___ever_told_you_have_hepatitis_c?,questionnaire,merged_questionnaire.csv,heq030___ever_told_you_have_hepatitis_c?,exact_header_match
huq010___general_health_condition,float64,0,0.0,7,huq010_general_health_condition,huq010_general_health_condition,questionnaire,merged_questionnaire.csv,huq010___general_health_condition,questionnaire,merged_questionnaire.csv,huq010___general_health_condition,exact_header_match
huq030___routine_place_to_go_for_healthcare,float64,0,0.0,5,huq030_routine_place_to_go_for_healthcare,huq030_routine_place_to_go_for_healthcare,questionnaire,merged_questionnaire.csv,huq030___routine_place_to_go_for_healthcare,questionnaire,merged_questionnaire.csv,huq030___routine_place_to_go_for_healthcare,exact_header_match
huq051___#times_receive_healthcare_over_past_year,float64,0,0.0,10,huq051_times_receive_healthcare_over_past_year,huq051_times_receive_healthcare_over_past_year,questionnaire,merged_questionnaire.csv,huq051___#times_receive_healthcare_over_past_year,questionnaire,merged_questionnaire.csv,huq051___#times_receive_healthcare_over_past_year,exact_header_match
huq071___overnight_hospital_patient_in_last_year,float64,0,0.0,3,huq071_overnight_hospital_patient_in_last_year,huq071_overnight_hospital_patient_in_last_year,questionnaire,merged_questionnaire.csv,huq071___overnight_hospital_patient_in_last_year,questionnaire,merged_questionnaire.csv,huq071___overnight_hospital_patient_in_last_year,exact_header_match
mcq010___ever_been_told_you_have_asthma,float64,0,0.0,3,mcq010_ever_been_told_you_have_asthma,mcq010_ever_been_told_you_have_asthma,questionnaire,merged_questionnaire.csv,mcq010___ever_been_told_you_have_asthma,questionnaire,merged_questionnaire.csv,mcq010___ever_been_told_you_have_asthma,exact_header_match
mcq053___taking_treatment_for_anemia/past_3_mos,float64,0,0.0,3,mcq053_taking_treatment_for_anemia_past_3_mos,mcq053_taking_treatment_for_anemia_past_3_mos,questionnaire,merged_questionnaire.csv,mcq053___taking_treatment_for_anemia/past_3_mos,questionnaire,merged_questionnaire.csv,mcq053___taking_treatment_for_anemia/past_3_mos,exact_header_match
heq010___ever_told_you_have_hepatitis_b?,float64,0,0.0,4,heq010_ever_told_you_have_hepatitis_b,heq010_ever_told_you_have_hepatitis_b,questionnaire,merged_questionnaire.csv,heq010___ever_told_you_have_hepatitis_b?,questionnaire,merged_questionnaire.csv,heq010___ever_told_you_have_hepatitis_b?,exact_header_match
huq090___seen_mental_health_professional/past_yr,float64,0,0.0,3,huq090_seen_mental_health_professional_past_yr,huq090_seen_mental_health_professional_past_yr,questionnaire,merged_questionnaire.csv,huq090___seen_mental_health_professional/past_yr,questionnaire,merged_questionnaire.csv,huq090___seen_mental_health_professional/past_yr,exact_header_match
diq010___doctor_told_you_have_diabetes,float64,0,0.0,4,diq010_doctor_told_you_have_diabetes,diq010_doctor_told_you_have_diabetes,questionnaire,merged_questionnaire.csv,diq010___doctor_told_you_have_diabetes,questionnaire,merged_questionnaire.csv,diq010___doctor_told_you_have_diabetes,exact_header_match
bpq020___ever_told_you_had_high_blood_pressure,float64,0,0.0,3,bpq020_ever_told_you_had_high_blood_pressure,bpq020_ever_told_you_had_high_blood_pressure,questionnaire,merged_questionnaire.csv,bpq020___ever_told_you_had_high_blood_pressure,questionnaire,merged_questionnaire.csv,bpq020___ever_told_you_had_high_blood_pressure,exact_header_match
whq225___times_lost_10_lbs_or_more_to_lose_weight,float64,0,0.0,6,whq225_times_lost_10_lbs_or_more_to_lose_weight,whq225_times_lost_10_lbs_or_more_to_lose_weight,questionnaire,merged_questionnaire.csv,whq225___times_lost_10_lbs_or_more_to_lose_weight,questionnaire,merged_questionnaire.csv,whq225___times_lost_10_lbs_or_more_to_lose_weight,exact_header_match
bpq080___doctor_told_you___high_cholesterol_level,float64,0,0.0,3,bpq080_doctor_told_you_high_cholesterol_level,bpq080_doctor_told_you_high_cholesterol_level,questionnaire,merged_questionnaire.csv,bpq080___doctor_told_you___high_cholesterol_level,questionnaire,merged_questionnaire.csv,bpq080___doctor_told_you___high_cholesterol_level,exact_header_match
ocd150___type_of_work_done_last_week,float64,0,0.0,5,ocd150_type_of_work_done_last_week,ocd150_type_of_work_done_last_week,questionnaire,merged_questionnaire.csv,ocd150___type_of_work_done_last_week,questionnaire,merged_questionnaire.csv,ocd150___type_of_work_done_last_week,exact_header_match
SEQN.1,int64,0,0.0,7437,seqn_1,seqn_1,questionnaire,merged_questionnaire.csv,SEQN.1,questionnaire,merged_questionnaire.csv,SEQN.1,exact_header_match
mec_exam_weight,float64,0,0.0,6477,mec_exam_weight,,,,,demographics,demo_all_adults.csv,WTMECPRP,manual_override
age_years,float64,0,0.0,48,age_years,,,,,demographics,demo_all_adults.csv,RIDAGEYR,manual_override
SEQN,int64,0,0.0,7437,seqn,seqn,demographics | dietary | examination | laboratory | questionnaire,demo_all_adults.csv | dietary_clean.csv | examination_clean.csv | laboratory_clean.csv | merged_questionnaire.csv,SEQN,demographics | dietary | examination | laboratory | questionnaire,demo_all_adults.csv | dietary_clean.csv | examination_clean.csv | laboratory_clean.csv | merged_questionnaire.csv,SEQN,exact_header_match
med_count,int64,0,0.0,21,med_count,med_count,questionnaire,merged_questionnaire.csv,med_count,questionnaire,merged_questionnaire.csv,med_count,exact_header_match
fatigue_binary,int64,0,0.0,2,fatigue_binary,fatigue_binary,questionnaire,merged_questionnaire.csv,fatigue_binary,questionnaire,merged_questionnaire.csv,fatigue_binary,exact_header_match
cluster,int64,0,0.0,4,cluster,cluster,questionnaire,merged_questionnaire.csv,cluster,questionnaire,merged_questionnaire.csv,cluster,exact_header_match
nan_count,int64,0,0.0,129,nan_count,nan_count,questionnaire,merged_questionnaire.csv,nan_count,questionnaire,merged_questionnaire.csv,nan_count,exact_header_match
nan_group,str,0,0.0,4,nan_group,nan_group,questionnaire,merged_questionnaire.csv,nan_group,questionnaire,merged_questionnaire.csv,nan_group,exact_header_match
